,0,1,2
AT3G10230,AT3G10230,"ATLCY,  LYC,  LYCOPENE CYCLASE,  SUPPRESSOR OF ZEAXANTHIN-LESS 1,  SZL1","Encodes a protein with lycopene β-cyclase activity. This enzyme uses the linear, symmetrical lycopene as substrate. However, unlike the ε-cyclase which adds only one ring, the β-cyclase introduces a ring at both ends of lycopene to form the bicyclic β-carotene."
AT3G10370,AT3G10370,"SDP6,  SUGAR-DEPENDENT 6","mitochondrial FAD-dependent glycerol-3-phosphate dehydrogenase. possibly involved in storage lipid catabolism and glycerol assimilation, and in glycerol-3-phosphate shuttle which transports reducing power from cytosol to mitochondrion."
AT3G10550,AT3G10550,"ARABIDOPSIS THALIANA MYOTUBULARIN 1,  ATMTM1,  MTM1,  MYOTUBULARIN 1","Has 3'-phosphatase activity against both phosphatidylinositol-3,5-bisphosphate (PtdIns3,5P2) and Phosphatidylinositol-3-phosphate (PtdIns3P). The in vitro activity was higher with PtdIns3,5P2 than with PtdIns3P."
AT3G10640,AT3G10640,VPS60.1,SNF7 family protein;(source:Araport11)
AT3G10740,AT3G10740,"ALPHA-L-ARABINOFURANOSIDASE,  ALPHA-L-ARABINOFURANOSIDASE 1,  ARABIDOPSIS THALIANA ALPHA-L-ARABINOFURANOSIDASE 1,  ARAF,  ARAF1,  ASD1,  ATASD1",Encodes a bifunctional alpha-l-arabinofuranosidase/beta-d-xylosidase that belongs to family 51 of glycoside hydrolases.  It may be involved in cell wall modification.
AT3G11470,AT3G11470,"PHOSPHOPANTETHEINYL TRANSFERASE,  PPT",Encodes one of three splice variants. Differs in having CM in positions 88 and 89. The protein is localized to the mitochondria where it phosphopantetheinylates the mature apo mtACP isoforms. It is an essential gene as homozygous mutants cannot be recovered (embryo lethal).
AT3G11670,AT3G11670,"ATTS02,  DGD1,  DIGALACTOSYL DIACYLGLYCEROL DEFICIENT 1","Responsible for the final assembly of galactolipids in photosynthetic membranes.  Provides stability to the PS I core complex (e.g. subunits PsaD, PsaE)."
AT3G11750,AT3G11750,FOLB1,"Encodes an enzyme that can act as a aldolase or an epimerase for 7,8-dihydroneopterin and 7,8-dihydromonapterin in vitro. It is likely to act in tetrahydrofolate biosynthesis in vivo."
AT3G11945,AT3G11945,"ATHST,  HOMOGENTISATE PRENYLTRANSFERASE,  HST,  PDS2,  PHYTOENE DESATURATION 2","Encodes a protein involved in plastoquinone-9 biosynthesis. The enzyme possesses homogentisate prenyltransferase activity and was shown to use solanesyl diphosphate, farnesyl diphosphate and geranylgeranyldiphosphate as prenyl donors, but not phytyldiphosphate.  This gene At3g11945 derives from a split of At3g11950, publications Tian et al (2007) and Sadre et al (2006) refer to this gene as At3g11950."
AT3G11980,AT3G11980,"FAR2,  FATTY ACID REDUCTASE 2,  MALE STERILITY 2,  MS2",Similar to fatty acid reductases.
AT3G12500,AT3G12500,"ATHCHIB,  B-CHI,  BASIC CHITINASE,  CHI-B,  HCHIB,  PATHOGENESIS-RELATED 3,  PR-3,  PR3",encodes a basic chitinase involved in ethylene/jasmonic acid mediated signalling pathway during systemic acquired resistance based on expression analyses.
AT3G13730,AT3G13730,"CYP90D1,  CYTOCHROME P450, FAMILY 90, SUBFAMILY D, POLYPEPTIDE 1","Encodes a cytochrome P-450 gene that is involved in brassinosteroid biosynthesis, most likely in the conversion step of teasterone (TE) to 3-dehydroteasterone (3DT), and/or 6-deoxoteasterone (6-deoxoTE) to 6-deoxo-3-dehydroteasterone (6-deoxo3DT); or the conversion of cathasterone (CT) to TE, and/or 6-deoxocathasterone (6-deoxoCT) to 6-deoxoTE. Recently, CYP90D1 was shown to catalyse the C-23 hydroxylation of several brassinosteroids (the enzyme has a broad specificity for 22-hydroxylated substrates). Member of the CYP90C CYP450 family. Similar to Cytochrome P450 90C1 (ROT3)."
AT3G14130,AT3G14130,HAOX1,Aldolase-type TIM barrel family protein;(source:Araport11)
AT3G14390,AT3G14390,"DAPDC1,  MESO-DIAMINOPIMELATE DECARBOXYLASE 1","Meso-diaminopimelate decarboxylase which  catalyzes the decarboxylation of mesodiaminopimelate, the final reaction in the diaminopimelate L-lysine biosynthetic pathway."
AT3G15290,AT3G15290,,3-hydroxyacyl-CoA dehydrogenase family protein;(source:Araport11)
AT3G15650,AT3G15650,,alpha/beta-Hydrolases superfamily protein;(source:Araport11)
AT3G16150,AT3G16150,"ASPARAGINASE B1,  ASPGB1",Encodes an asparaginase that catalyzes the degradation of L-asparagine to L-aspartic acid and ammonia. The mRNA is cell-to-cell mobile.
AT3G16170,AT3G16170,"AAE13,  ACYL ACTIVATING ENZYME 13",Encodes a malonyl-CoA synthetase that is localized to the cytosol and mitochondrion. AAE13 produces two transcripts one of which includes an N terminal mitochondrial targeting motif. Loss of function of the mtAAE13 product results in growth arrest and lethality.
AT3G16700,AT3G16700,"FAHD1B,  FUMARYLACETOACETATE HYDROLASE DOMAIN CONTAINING PROTEIN 1B",Fumarylacetoacetate hydrolase homolog.
AT3G16910,AT3G16910,"AAE7,  ACETATE NON-UTILIZING 1,  ACN1,  ACYL-ACTIVATING ENZYME 7,  BZU1",Encodes a peroxisomal protein with acetyl-CoA synthetase activity that is responsible for the activation of acetate for entry into the glyoxylate cycle.
AT3G16990,AT3G16990,,"heme oxygenase-like, multi-helical;(source:Araport11)"
AT3G17810,AT3G17810,"PYD1,  PYRIMIDINE 1","Encodes a protein predicted to have dihydropyrimidine dehydrogenase activity. Its activity has not been demonstrated in vivo, but, it is required for efficient uracil catabolism in Arabidopsis. It localizes to the plastid."
AT3G18680,AT3G18680,"PLASTID 55 UMP KINASE,  PUMPKIN",Encodes a functional UMP Kinase located in the plastid that binds to group II intron plastid transcription products. Mutants show decreased accumulation of target transcripts/proteins.
AT3G18690,AT3G18690,"MAP KINASE SUBSTRATE 1,  MKS1",Encodes a nuclear-localized member of a plant specific gene family involved in mediating responses to pathogens. Interacts with WRKY transcriptional regulators.
AT3G18770,AT3G18770,"ATG13B,  AUTOPHAGY 13B",Autophagy protein.
AT3G19420,AT3G19420,"ATPEN2,  MODIFIED TRANSPORT TO THE VACUOLE 3,  MTV3,  PEN2,  PHOSPHATASE AND TENSIN HOMOLOG DELETED ON CHROMOSOME TEN 2A,  PTEN 2,  PTEN2A","Encodes a phosphatase with low in vitro tyrosine phosphatase activity that is capable of dephosphorylating in vitro the 3'phosphate group of PI3P, PI(3,4)P2, and PI(3,5)P2 and may be an effector of lipid signaling. The mRNA is cell-to-cell mobile."
AT3G19620,AT3G19620,,Glycosyl hydrolase family protein;(source:Araport11)
AT3G19820,AT3G19820,"CABBAGE 1,  CBB1,  DIM,  DIM1,  DIMINUTIA,  DIMINUTO 1,  DWARF 1,  DWF1,  ENHANCED VERY-LOW-FLUENCE RESPONSES 1,  EVE1",Involved in the conversion of the early brassinosteroid precursor  24-methylenecholesterol to campesterol. Brassinosteroids affect cellular elongation. Mutants have dwarf phenotype.  DWF1 is a Ca2+-dependent calmodulin-binding protein.
AT3G20330,AT3G20330,"ACT,  ASPARTATE TRANSCARBAMOYLASE,  PYRB,  PYRIMIDINE B",encodes aspartate carbamoyltransferase catalyzing the second step in the de novo pyrimidine ribonucleotide biosynthesis
AT3G21110,AT3G21110,"ATPURC,  PUR7,  PURC,  PURIN 7,  PURIN C","5'-phosphoribosyl-4-(N-succinocarboxamide)-5-aminoimidazole synthetase (PUR7, syn. SAICAR synthetase), catalyzes aspartate addition at the alpha-amino group to the growing purine backbone."
AT3G21500,AT3G21500,"1-DEOXY-D-XYLULOSE 5-PHOSPHATE (DXP) SYNTHASE 2,  1-DEOXY-D-XYLULOSE 5-PHOSPHATE SYNTHASE 1,  DXL1,  DXPS1,  DXS-LIKE 1,  DXS2",Encodes a protein postulated to have 1-deoxy-D-xylulose 5-phosphate synthase activity.
AT3G21560,AT3G21560,"BRIGHT TRICHOMES 1,  BRT1,  UDP-GLUCOSYL TRANSFERASE 84A2,  UGT84A2","Encodes a protein with sinapic acid:UDP-glucose glucosyltransferase activity. Mutants defective in this gene are hyper-fluorescent (which accumulate in their trichomes a compound that is likely to be 3',5'-dimethoxynaringenin chalcone or sinapoyltriacetic acid lactone, potential products of the concerted action of 4-coumarate CoA ligase and chalcone synthase  on sinapic acid). Also shown to be required for Arabidopsis nonhost resistance to the Asian soybean rust pathogen Phakopsora pachyrhizi."
AT3G21720,AT3G21720,"ICL,  ISOCITRATE LYASE",Encodes a glyoxylate cycle enzyme isocitrate lyase (ICL) involved in salt tolerance.
AT3G22200,AT3G22200,"GABA-T,  GAMMA-AMINOBUTYRATE TRANSAMINASE,  HER1,  HEXENAL RESPONSE1,  POLLEN-PISTIL INCOMPATIBILITY 2,  POP2",Genetically redundant with POP3;mediates pollen tube guidance. Double mutants are self sterile; gamma-aminobutyrate transaminase subunit precursor; nuclear gene for mitochondrial product. Encodes gamma-aminobutyrate transaminase that uses pyruvate instead of alpha-ketoglutarate as cosubstrate. Mutations in POP2/HER1 render roots resistant to the inhibitory growth effects of the volatile organic compound E-2-hexenal implicated in plant defense.
AT3G22425,AT3G22425,"HISN5A,  IGPD,  IMIDAZOLEGLYCEROL-PHOSPHATE DEHYDRATASE",Encodes imidazoleglycerolphosphate dehydratase.
AT3G22740,AT3G22740,"HMT3,  HOMOCYSTEINE S-METHYLTRANSFERASE 3",homocysteine S-methyltransferase (HMT3)
AT3G23240,AT3G23240,"ATERF#092,  ERF1,  ERF1B,  ETHYLENE RESPONSE FACTOR 1","encodes a member of the ERF (ethylene response factor) subfamily B-3 of ERF/AP2 transcription factor family (ERF1). The protein contains one AP2 domain. There are 18 members in this subfamily including ATERF-1, ATERF-2, AND ATERF-5. EREBP like protein that binds GCC box of ethylene regulated promoters such as basic chitinases. Constitutive expression of ERF1 phenocopies ethylene over production. Involved in ethylene signaling cascade,downstream of EIN2 and EIN3."
AT3G23490,AT3G23490,"CYANASE,  CYN","Encodes a cyanase that catalyzes the bicarbonate-dependent breakdown of cyanate to ammonia and bicarbonate. CYN forms a hexadecamer and is believed to be a cytosolic protein. Long-term exposure to NaCl increases CYN transcript levels. It is also expressed at higher levels in flowers relative to stems, roots, and seedlings."
AT3G23800,AT3G23800,"SBP3,  SELENIUM-BINDING PROTEIN 3",selenium-binding protein 3;(source:Araport11)
AT3G23810,AT3G23810,"ATSAHH2,  S-ADENOSYL-L-HOMOCYSTEINE (SAH) HYDROLASE 2,  SAHH2",S-adenosyl-l-homocysteine (SAH) hydrolase 2;(source:Araport11)
AT3G23940,AT3G23940,"DHAD,  DIHYDROXYACID DEHYDRATASE",Encodes a member of the dihydroxyacid dehydrates family of proteins that encode enzymes involved in branched chain amino acid biosynthesis. Loss of function mutations have significantly reduced transmission and fertility due to defects in male and female gametophyte development and embryo lethality. Mutants have increased sensitivity to abiotic stressors which may be partially compensated by addition of amino acids to the growth medium.
AT3G24030,AT3G24030,,hydroxyethylthiazole kinase family protein;(source:Araport11)
AT3G24090,AT3G24090,"GFAT,  GFAT1,  GLUTAMINE:FRUCTOSE-6-PHOSPHATE-AMIDOTRANSFERASE 1,  L-GLUTAMINE D-FRUCTOSE-6-PHOSPHATE AMIDOTRANSFERASE",Encodes a glutamine-fructose-6-phosphate transaminase that likely plays a role in UDP-N-acetylglucosamine biosynthesis.
AT3G24170,AT3G24170,"ATGR1,  GLUTATHIONE-DISULFIDE REDUCTASE,  GR1",Encodes a cytosolic glutathione reductase.
AT3G24200,AT3G24200,COQ6,FAD/NAD(P)-binding oxidoreductase family protein;(source:Araport11)
AT3G24503,AT3G24503,"ALDEHYDE DEHYDROGENASE 1A,  ALDEHYDE DEHYDROGENASE 2C4,  ALDH1A,  ALDH2C4,  REDUCED EPIDERMAL FLUORESCENCE1,  REF1","Arabidopsis thaliana aldehyde dehydrogenase AtALDH1a mRNA. a sinapaldehyde dehydrogenase  catalyzes both the oxidation of coniferylaldehyde and sinapaldehyde forming ferulic acid and sinapic acid, respectively"
AT3G25070,AT3G25070,"ATRIN4,  RIN4,  RPM1 INTERACTING PROTEIN 4","Encodes a member of the R protein complex and may represent a virulence target of type III pili effector proteins (virulence factors) from bacterial pathogens, which is 'guarded' by R protein complex (RPM1 and RPS2 proteins). RIN4 physically interacts with RPS2 and RPM1 in vivo. Bacterial avirulence (Avr) effectors AvrB, AvrRpm1, and AvrRpt2 induce a mobility shift in RIN4 and expression of AvrRpt2 induces rapid degradation of RIN4. RIN4 contains 2 sites for AvrRpt2 autocleavage, called RCS1 and RCS2. Overexpression of RIN4 inhibits multiple phenotypes associated with AvrRpt2 function and also inhibits PAMP-induced defense signaling. Attached to the plasma membrane at its carboxyl terminus. Cleaved  by AvrRpt2 at two PxFGxW motifs, one releasing a large portion of RIN4 from the  plasma membrane and both exposing amino-terminal residues that destabilized the carboxyl-terminal cleavage products by targeting them for N-end ubiquitylation and proteasomal degradation. Major virulence target of the TTSE HopF2Pto. The mRNA is cell-to-cell mobile."
AT3G25110,AT3G25110,"ATFATA,  FATA,  FATA ACYL-ACP THIOESTERASE,  FATA ACYL-ACP THIOESTERASE 1,  FATA1",Encodes a FatA acyl-ACP thioesterase
AT3G25180,AT3G25180,"CYP82G1,  CYTOCHROME P450, FAMILY 82, SUBFAMILY G, POLYPEPTIDE 1","Encodes a cytochrome P450 monooxygenase (CYP82G1) that catalyzes the production of two volatile homoterpenes, TMTT and DMNT, although it is only likely to produce TMTT in planta. TMTT can be involved in attracting predatory insects to protect Arabidopsis plants from herbivorous pests. Homoterpene synthesis is also stimulated by fungal elicitors which increase the transcript levels of CYP82G1."
AT3G25250,AT3G25250,"AGC2,  AGC2 KINASE 1,  AGC2-1,  ATOXI1,  OXI1,  OXIDATIVE SIGNAL-INDUCIBLE1",Arabidopsis protein kinase The mRNA is cell-to-cell mobile.
AT3G25400,AT3G25400,,dCTP pyrophosphatase-like protein;(source:Araport11)
AT3G25820,AT3G25820,"ATTPS-CIN,  TERPENE SYNTHASE-LIKE SEQUENCE-1,8-CINEOLE,  TPS-CIN,  TPS23","Encodes the monoterpene 1,8-cineole synthase, atTPS-Cin. This polypeptide was also shown to synthesize other monoterpenes albeit in minor quantities. The same polypeptide is encoded at two different loci, the result of gene duplication: at3g25820 and at3g25830."
AT3G26830,AT3G26830,"CYP71B15,  PAD3,  PHYTOALEXIN DEFICIENT 3",Mutations in pad3 are defective in biosynthesis of the indole derived phytoalexin camalexin. Encodes a cytochrome P450 enzyme that catalyzes the conversion of dihydrocamalexic acid to camalexin. The mRNA is cell-to-cell mobile.
AT3G27325,AT3G27325,,"hydrolases, acting on ester bond;(source:Araport11)"
AT3G28910,AT3G28910,"ATMYB30,  MYB DOMAIN PROTEIN 30,  MYB30",Encodes a MYB family transcriptional regulator.It is a a positive regulator of the pathogen-induced hypersensitive response and of brassinosteroid and abscisic acid signaling and a negative regulator of photomorphogenesis.  Accumulation of MYB30 is light regulated and activity is modulated by SUMOlaytion. MYB30 can for complexes with different bHLH components to regulate expression of different pathways.
AT3G30180,AT3G30180,"BR6OX2,  BRASSINOSTEROID-6-OXIDASE 2,  CYP85A2","Encodes a cytochrome p450 enzyme that catalyzes the last reaction in the production of brassinolide.  It is capable of converting 6-deoxocastasterone into castasterone, a C-6 oxidation, as well as the further conversion of castasterone into brassinolide by a Baeyer-Villinger oxidation reaction at C-6, resulting in the formation of an unusual seven-membered lactone ring.  The enzyme possesses high affinity for both C28- and C27-Brassinosteroids. The expression of the gene using a CYP85A2 promoter:LUC fusion construct was shown to be under circadian and light control."
AT3G30775,AT3G30775,"ARABIDOPSIS THALIANA PROLINE OXIDASE,  AT-POX,  ATPDH,  ATPOX,  EARLY RESPONSIVE TO DEHYDRATION 5,  ERD5,  PDH1,  PRO1,  PRODH,  PROLINE DEHYDROGENASE,  PROLINE DEHYDROGENASE 1","Encodes a proline oxidase that is predicted to localize to the inner mitochondrial membrane, its mRNA expression induced by high levels of Al and by osmotic stress.  The promoter contains an L-proline-inducible element."
AT3G42850,AT3G42850,"ARA2,  ARABINOKINASE 2",Mevalonate/galactokinase family protein;(source:Araport11)arabinokinase activity
AT3G44300,AT3G44300,"ATNIT2,  NIT2,  NITRILASE 2","Encodes an enzyme that catalyzes the hydrolysis of indole-3-acetonitrile (IAN) to indole-3-acetic acid (IAA) (nitrile aminohydrolase, EC 3.5.5.1) and IAN to indole-3-acetamide (IAM) at lower levels. Mutants have reduced sensitivity to IAN and are sensitive to IAA. This enzyme likely participates in other non-auxin-related metabolic pathways. The mRNA is cell-to-cell mobile."
AT3G44830,AT3G44830,,Lecithin:cholesterol acyltransferase family protein;(source:Araport11)
AT3G44880,AT3G44880,"ACCELERATED CELL DEATH 1,  ACD1,  LETHAL LEAF-SPOT 1 HOMOLOG,  LLS1,  PAO,  PHEOPHORBIDE A OXYGENASE","Encodes a pheide a oxygenase (PAO). Accelerated cell death (acd1) mutants show rapid, spreading necrotic responses to both virulent and avirulent Pseudomonas syringae pv. maculicola or pv. tomato pathogens and to ethylene."
AT3G45040,AT3G45040,"ATDOK1,  DOK1,  DOLICHOL KINASE 1,  EVAN,  EVN",Encodes a putative dolichol kinase that is localized to the endoplasmic reticulum and involved in pollen tube reception in the female gametophyte.
AT3G45130,AT3G45130,"LANOSTEROL SYNTHASE 1,  LAS1",lanosterol synthase 1;(source:Araport11)
AT3G45300,AT3G45300,"ATIVD,  ISOVALERYL-COA-DEHYDROGENASE,  IVD,  IVDH","Encodes isovaleryl-coenzyme a dehydrogenase.  Mutants have increases in 12 seed free amino acids, accumulation of seed homomethionine and 3-isovaleroyloxypropyl-glucosinolate, with a concomitant decrease in seed 3-benzoyloxypropyl-glucosinolate. The mRNA is cell-to-cell mobile."
AT3G45770,AT3G45770,,"Polyketide synthase, enoylreductase family protein;(source:Araport11)"
